Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
rimtrans,saveXML,path,,TaintedPath,,,,
rnx-kit,readPackage,pkgPath,,TaintedPath,,,,
root,determineGoModuleName,dir,,TaintedPath,,,,
root,evalInContext,expression,,CodeInjection,no,,,param+func
rootpath,rootpath,filePath,,TaintedPath,,,,
routing-controllers,handleError,error,,ReflectedXss,yes,,,param+func
rsa-cracking,attack,keysDir,,TaintedPath,,,,
rust,rust,config,,TaintedPath,,,,
RxJS,callTimer,func,,CodeInjection,no,,,param
safe-mkdir,mkdir,path,,TaintedPath,,,,
salient,load,vocabFile,,TaintedPath,,,,
salto-io,replaceContents,filename,,TaintedPath,,,,
scaffolt,destroyFile,path,,TaintedPath,,,,
scoped-bulk,bulk,dirname,,TaintedPath,,,,
scp2,scp,src,,TaintedPath,,,,
scroungejs,copy,filepathin,,TaintedPath,,,,
scroungejs,persistrootcachemapfile,rootname,,TaintedPath,,,,
scroungejs,writesilent,filepath,,TaintedPath,,,,
scxml,analyze,docUrl,,TaintedPath,,,,
second-bundler,getStyles,moduleRoot,,TaintedPath,,,,
selenium-download,ensure,binPath,,TaintedPath,no,,,param
send-data,send,opts,,ReflectedXss,no,,shown in README: `opts` can be a str (i.e. the body) a object (with a `body` attribute),func+README
sensorjs,discoverThingsOnNetwork,networkName,,TaintedPath,,,,
serve-marked,serveMarked,markdown,,ReflectedXss,yes,,serve markdown file,param+func
serverless-plugin-composed-vars,findFileExtension,fileName,"The path and file name, excluding extension",TaintedPath,,,,
serverless-plugin-composed-vars,processCustomVariables,stage,,TaintedPath,,,,
serverless-slackbot,load,skillsPath,,TaintedPath,,,,
serverless-telegram,startDevServer,projectOrFunctionDirOrHandlerPath,,TaintedPath,,,,
sey,initFile,file,,TaintedPath,,,,
sfb-skill-package,ABCDebugger,projectPathArg,,TaintedPath,,,,
sfb-skill-package,createLocalizationExtension,contentSource,,TaintedPath,,,,
sfb-skill-package,getAplCommandsFilePath,locale,,TaintedPath,,,,
sfb-skill-package,getAplTemplatesFilePath,locale,,TaintedPath,no,,,func
sfmc-heroku-async-communication,scp,dest,,TaintedPath,no,,,param+func
sha,getSync,file,,TaintedPath,no,,,param+func
sharp11,import,filename,,TaintedPath,,,,
shell-utils,execAsyncRead,command,,CommandInjection,,,,
shimly,shim,destination,,TaintedPath,,,,
simctl,boot,device,,CommandInjection,yes,,,param+func
simctl,del,device,,CommandInjection,yes,,,param+func
simctl,launch,appIdentifier,,CommandInjection,yes,,run Xcode's simctl utility on OS X,param+func
simctl,launch,device,,CommandInjection,,,,
simctl,uninstall,appIdentifier,,CommandInjection,,,,
simple-plist,readFile,aFile,,TaintedPath,,,,
simple-plist,writeFileSync,aFile,,TaintedPath,no,,,param+func
sketch-driver,runFile,filePath,,TaintedPath,,,,
slackin-extended,slackin,letsencrypt,,ReflectedXss,yes,,,param+func
slackquizbot,startQuiz,quizId,,TaintedPath,,,,
slm,render,src,,CodeInjection,no,,another HTML template engine,param+func+README
smart-spawn,smartSpawn,targetCwd,,TaintedPath,,,,
sol-merger,merge,file,,TaintedPath,,,,
spaghetti,streamVideoWithAudio,source,,TaintedPath,,,,
sparky,analogWrite,value,,CommandInjection,,,,
sparrow,addComponent,path,,TaintedPath,,,,
sparrow,setImmediate,e,,CodeInjection,no,,a built-in function with the same name `setImmediate` exists (it takes a callback or a piece of code to run on the next iteration of the event loop),func
speedline,speedline,timeline,,TaintedPath,,,,
spoof,setInterfaceMAC,device,,CommandInjection,yes,,,param+func
sppull,createFolder,downloadRoot,,TaintedPath,no,,root=root dir,param+func
spritesmith,Spritesmith,engine,,TaintedPath,,,,
spud,convert,source,"Can be a file path, Buffer, or Stream
",TaintedPath,,,,
srcgen,run,saveInputDataPath,,TaintedPath,no,,,param
srcgen,run,workPath,,TaintedPath,no,,,param
srcgen,save,fileName,,TaintedPath,,,,
ssb-db,init,path,,TaintedPath,,,,
ssh2-sftp-client,downloadDir,dstDir,"local destination directory
",TaintedPath,,,,
ssh2-streams,fastPut,localPath,,TaintedPath,,,,
sstk,readLines,filename,,TaintedPath,no,,,param+func
sstk,writeToFile,filename,,TaintedPath,,,,
st,file,p,,TaintedPath,no,,st is for serving static file,func
statique,readFile,file,"The relative path to the file.
",TaintedPath,no,,,param+func+param doc
steamshovel,processFile,file,,TaintedPath,no,,,param+func
storage-core,createReadStream,path,,TaintedPath,,,,
streaming-data-solution,sleep,seconds,,CommandInjection,yes,,,param+func
strider-extension-loader,initConfig,csspath,,TaintedPath,,,,
strider-extension-loader,initUserConfig,csspath,,TaintedPath,,,,
strif,fromFile,filePath,,TaintedPath,,,,
strips,load,domainPath,,TaintedPath,,,,
suman-utils,findApplicablePathsGivenTransform,transformPath,,TaintedPath,,,,
super-easy-forms,CheckForm,formName,,TaintedPath,,,,
supercolliderjs,spawnProcess,execPath,"path to sclang
",TaintedPath,,,,
svcorelib,pipeFile,filePath,,TaintedPath,,,,
svcorelib,readdirRecursiveSync,folder,,TaintedPath,,,,
swagger-injector,serveFile,path,,TaintedPath,,,,
swagger-ui-express,setup,customCss,,ReflectedXss,yes,,,param+func
swagger-ui-express,setup,customfavIcon,,ReflectedXss,yes,,,param+func
symbol-bootstrap,download,url,,TaintedPath,no,,,param+func
symbol-bootstrap,generateConfiguration,copyTo,,TaintedPath,,,,
symbol-bootstrap,run,customCertFolder,,TaintedPath,no,,,param
systemjs-builder,loadConfigSync,configFile,,TaintedPath,,,,
sz-iptools,delAddress,netmask,,CommandInjection,,,,
tacks,generateFromDir,dir,,TaintedPath,,,,
tadaa,playCorrectSound,audioPlayer,,CommandInjection,,,,
tap-runner,runFiles,dir,,TaintedPath,,,,
tar.gz,createReadStream,directory,"The directory to be tarballed
",TaintedPath,,,,
teen_process,exec,cwd,,TaintedPath,,,,
text-watermark,addWatermark,source,"original image path
",TaintedPath,no,,explained in docstring: source is original image path,param+param doc
the-a11y-machine,start,bootstrap,,TaintedPath,no,,explained in README: Bootstrap file = configuration file,README
think-helper,chmod,p,"[path]
",TaintedPath,,,,
tiapp,walk,p,,TaintedPath,,,,
TiddlySeq,buildOnlineHTML,htmlName,"HTML名称，空或者不填则默认为'index.html'
",CommandInjection,,,,
tl-create,fetchSTL,filename,,TaintedPath,,,,
tmplconv,transplant,dest,,TaintedPath,,,,
todo-md,load,filepath,,TaintedPath,,,,
torrent-stream,torrentStream,path,,TaintedPath,,,,
total.js,append,filename,,TaintedPath,,,,
total.js,copy,filename,,TaintedPath,,,,
total.js,mkdir,p,,TaintedPath,,,,
total4,exists,path,,TaintedPath,,,,
total4,mkdir,p,,TaintedPath,,,,
tracerbench,printToPDF,outputPath,,TaintedPath,,,,
tractor,createDir,directoryPath,,TaintedPath,,,,
tractor,tractor,configPath,,TaintedPath,,,,
truffle-debug-utils,gatherArtifacts,contracts_build_directory,,TaintedPath,,,,
trustchain-sdk,signFile,filePath,,TaintedPath,,,,
trustchain-sdk,verifyFile,file,,TaintedPath,,,,
trymodule,trymodule,installPath,,TaintedPath,,,,
tsconfig,resolveSync,cwd,,TaintedPath,,,,
tsconfig-extends,load_file_sync,cwd,,TaintedPath,,,,
tsify,tsify,typescript,,TaintedPath,,,,
tsmetrics-core,getMetrics,fileName,,TaintedPath,,,,
tty.js,exists,file,,TaintedPath,,,,
tuft,static,path,,TaintedPath,,,,
tumblr,main,output_directory,,TaintedPath,,,,
tyfon-server,router,api,,ReflectedXss,yes,,,param+func
typed-css-modules,create,filePath,,TaintedPath,,,,
typescript-package,getPackageJson,packageDir,,TaintedPath,,,,
ucompress,JS,initialDest,,TaintedPath,no,,,param+func doc
uglify-js,readReservedFile,filename,,TaintedPath,,,,
uglify-php,minify,file_value,,TaintedPath,,,,
uirecorder,startRecorder,cmdFilename,,TaintedPath,no,,,param
unquire,async,path,,TaintedPath,no,,,param
uo-node-utils,uo-node-utils,filePath,,TaintedPath,no,,,param
upem,upem,pPackageInputFileName,,TaintedPath,,,,
uplift-csv-cup,init,file,,TaintedPath,no,,,param
upstream-report,report,directory,,TaintedPath,,,,
userscript-utils,fromFile,file,"Path to the file
",TaintedPath,no,,,param+func+param doc
utile,requireDirLazy,directory,,TaintedPath,no,,,param+func
utilities,cpR,toPath,The destination path to copy to,TaintedPath,no,,,param+param doc
utils,readFiles,dir,,TaintedPath,,,,
vash,__express,filepath,,TaintedPath,,,,
VendorManager,deserialize,value,,CodeInjection,yes,,generic names,param+func
versiony,with,file,,TaintedPath,,,,
views,renderStatus,message,{String} A custom error message.,ReflectedXss,yes,,,param+func+param doc
views,renderStatus,code,"{Number} Status code
",ReflectedXss,yes,,,param+func+param doc
vscode-extensions,activate,logPath,,TaintedPath,,,,
vue-to-react,transform,targetPath,,TaintedPath,,,,
wat,scaffoldDir,dir,,TaintedPath,,,,
watchy,watchy,patterns,,TaintedPath,,,,
wbn,addFile,file,,TaintedPath,,,,
web-node,load,pluginPath,"Path to given plugin.
",TaintedPath,,,,
webmap-hover-template,getLocale,key,,TaintedPath,,,,
webmate-sdk-js,uploadImageToDeviceAndSetForCameraSimulationWithFilePath,imageFilePath,"File path to image file.
",TaintedPath,,,,
webpack-cdn-plugin,getVersionInNodeModules,pathToNodeModules,,TaintedPath,,,,
webppl,prepare,code,,CodeInjection,no,,to compile and run a probabilistic programming language,param+README
wepy,wepy,eslintPath,,TaintedPath,,,,
wetland,remove,name,,TaintedPath,no,,,param+func
wikipedia-preview,getPreviewHtml,lang,,TaintedPath,,,,
win-spawn,spawn,command,,CommandInjection,,,,
woods,initialize,directory,,TaintedPath,no,,,param
workspace-tools,getChangesBetweenRefs,cwd,,TaintedPath,no,,,param
workspace-tools,getDefaultRemote,cwd,,TaintedPath,no,,,param
workspace-tools,getWorkspaces,cwd,,TaintedPath,,,,
workspace-tools,init,cwd,,TaintedPath,,,,
ws-img,parseFromFile,file,,TaintedPath,,,,
x-configs,F,filename,"The file name to require the config from
",TaintedPath,,,,
x509,verify,certPath,,TaintedPath,,,,
xlsx-template,substituteImage,substitution,,TaintedPath,,,,
xmind,Zipper,path,,TaintedPath,,,,
xod-deploy-bin,updateIndexes,wsBundledPath,,TaintedPath,,,,
xod-deploy-bin,updateIndexes,wsPath,,TaintedPath,,,,
xregexify,xregexify,file,,TaintedPath,no,,,param
yalc,readPackageManifest,workingDir,,TaintedPath,,,,
yalc,readSignatureFile,workingDir,,TaintedPath,,,,
yargs,Argv,cwd,,TaintedPath,,,,
yeoman-assert,jsonFileContent,filename,,TaintedPath,,,,
yeoman-assert,noJsonFileContent,filename,,TaintedPath,,,,
yeoman-test,setUpTestDirectory,dir,"path to the test directory
",TaintedPath,,,,
yocto-logger,addDailyRotateTransport,e,,TaintedPath,,,,
zapier-platform-core,createLambdaHandler,appRawOrPath,,TaintedPath,,,,
zents,readDir,dir,,TaintedPath,no,,,param+func
