Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
git-hooks-win,run,filename,,CommandInjection,,,,
git-hooks-win,uninstall,workingDirectory,,TaintedPath,no,,,param
git-init,init,path,,CommandInjection,yes,,,param+func
git-issues,fromProvider,providerName,"The provider name (currently supported `""bitbucket""` and `""github""`).
",TaintedPath,,,,
git-node-platform,symlink,value,,TaintedPath,,,,
git-parse,checkoutCommit,hash,,CommandInjection,,,,
git-spawned-stream,git-spawned-stream,limit,,CommandInjection,,,,
git-state,untracked,repo,,TaintedPath,,,,
git-validate,copy,source,,TaintedPath,no,,slightly surprising false positive,
github-webhook,createServer,log,,TaintedPath,no,,log file for the server,param+README
gitlet,checkout,ref,,TaintedPath,,,,
gitlet,pull,branch,,TaintedPath,,,,
gitlet,push,branch,,TaintedPath,,,,
gitlog,gitlog,repo,,TaintedPath,,,,
gittle,clone,path,,CommandInjection,yes,,,
gittle,clone,repository,,CommandInjection,,,,
gittle,init,path,,CommandInjection,yes,,,
gl-matrix,__eval_later,expression,,CodeInjection,no,,,
gl-matrix,registerOnLoad,fn,,CodeInjection,,,,
gl-matrix,requestAnimFrame,callback,,CodeInjection,no,,,
gl-matrix,requestAnimationFrame,callback,,CodeInjection,no,,,
glimmer-analyzer,Analyzer,projectDir,,TaintedPath,,,,
glimmer-analyzer,Project,projectDir,,TaintedPath,,,,
glsl-resolve,sync,target,,TaintedPath,no,,,
glsl-transpiler,processOperation,operator,,CodeInjection,,,,
glsl-transpiler,processOperation,right,,CodeInjection,,,,
glslify-bundle,bundle,frag,,TaintedPath,,,,
glslify-deps,resolveTransform,transform,,TaintedPath,,,,
gm,_spawn,args,,CommandInjection,yes,,,
got,addTimeout,callback,,CodeInjection,no,,,
gpk,run,extra,,CommandInjection,yes,,`extra` is a list of arg,param+func
gpu.js,alias,name,,CodeInjection,yes,,alias put `name` to another function (although this is probably fine as this is code-related),param+func+func doc
gpu.js,alias,source,,CodeInjection,,,,
gql2ts-base,readFile,fileName,,TaintedPath,no,,,param+func
gqlx-js,readSchemaFromFile,path,,TaintedPath,,,,
gqlx-js,readSchemaFromFileAsync,path,,TaintedPath,no,,,param+func
graceful-fs,copyFile,dest,,TaintedPath,,,,
graphql-persisted-document-loader,graphQLPersistedDocumentLoader,content,,CodeInjection,yes,,"possibly clear from context, not sure",param+func
graphql-ruby-client,sync,apolloCodegenJsonOutput,,TaintedPath,,,,
graphql-schema-typescript,generateTSTypesAsString,schema,,TaintedPath,,,,
graphql-schema-typescript,generateTypeScriptTypes,schema,,TaintedPath,,,,
graphql.js,fragmentPath,path,,CodeInjection,,,,
gray-matter,parse,str,,CodeInjection,yes,,"possibly clear from context, not sure",
grpc-js-repository,linkSync,base,,TaintedPath,no,,,
grunt-benchmark,spawnTask,base,,TaintedPath,,,,
grunt-lib-amd,exec,text,the text to execute/evaluate.,CodeInjection,,,,
grunt-requirejs,exec,text,the text to execute/evaluate.,CodeInjection,no,,,param+param doc
grunt-saucelabs,files,dir,,TaintedPath,,,,
guacamole,addNormalizedBrowsersFromFile,filePath,,TaintedPath,,,,
guess,detect,base,,TaintedPath,,,,
guess,parseRoutes,base,,TaintedPath,,,,
guess-parser,parseReactJSXRoutes,base,,TaintedPath,,,,
guess-parser,parseRoutes,base,,TaintedPath,,,,
gulp-happiness,format,formatter,"if it is Object using as options
",TaintedPath,,,,
gulp-htmlhint,htmlhintPlugin,htmlhintrc,,TaintedPath,no,,,README
gulp-jscrambler,gulp-jscrambler,options,,TaintedPath,,,,
gulp-load-plugins,gulp-load-plugins,config,,TaintedPath,yes,,,
gulp-merge-glue-css,mergeIconCss,iconCssPath,,TaintedPath,,,,
gulp-mustache,gulp-mustache,view,,TaintedPath,,,,
gulp-ng-config,gulpNgConfig,wrap,,CodeInjection,,,,
gulp-notify,constructOptions,object,,CodeInjection,yes,,,
gulp-notify,constructOptions,options,,CodeInjection,yes,,,
gulp-notify,generate,message,,CodeInjection,yes,,,
gulp-notify,generate,title,,CodeInjection,yes,,,
gulp-notify,gulp-notify,message,,CodeInjection,yes,,,
gulp-notify,gulp-notify,options,,CodeInjection,yes,,,
gulp-notify,inner,options,,CodeInjection,yes,,,
gulp-notify,notify,file,,CodeInjection,yes,,,
gulp-notify,onError,options,,CodeInjection,yes,,,
gulp-pipeline,chmod,from,,TaintedPath,no,,,func
gulp-pipeline,read,filepath,,TaintedPath,,,,
gulp-prompt,confirm,message,,CodeInjection,yes,,,param+func
gulp-shell,runCommand,command,,CodeInjection,yes,,,
gulp-spawn-mocha,gulp-spawn-mocha,cwd,,TaintedPath,,,,
gun,serve,req,,TaintedPath,,,,
h5bp,createServer,server,,TaintedPath,,,,
handlebars,exec,text,,CodeInjection,no,,,
handlebars,execFileWithInheritedOutput,command,,TaintedPath,no,,"""command"" arguably can refer to the executable to run, so not really surprising",
handlebars,parse,text,,CodeInjection,yes,,safe due to sophisticated sanitisation,
handlebars,preferLocalDependencies,command,,TaintedPath,no,,"""command"" arguably can refer to the executable to run, so not really surprising",
handlebars,run,env,,TaintedPath,yes,,in test code,
hapi-mariadb,register,pool,,TaintedPath,,,,
haraka-config,get,name,,TaintedPath,,,,
haraka-test-fixtures,sandbox_require,id,,TaintedPath,no,,used to load sandbox(=library) (code for testing),func
hardhat,hardhat,dirOut,,TaintedPath,no,,,param
harp-editor,start,boilerplate,,TaintedPath,,,,
hash-and-cache,hash-and-cache,execCommand,,CommandInjection,,,,
hash-and-cache,hash-and-cache,execWorkingDirectory,,TaintedPath,,,,
headless,headless,callback,,TaintedPath,,,,
hearthjs,loadConfForDatabase,mode,"Application mode (test, dev or prod)
",TaintedPath,,,,
help4,help4,params,,TaintedPath,,,,
hermione,Hermione,config,,TaintedPath,no,,"I wouldn't find it surprising that ""config"" is interpreted as a path of a configuration file",
heroku-exec-util,ssh,dynoUser,,CommandInjection,,,,
heroprotocoljs,parseFile,build,"Build in which to parse the contents
",TaintedPath,,,,
highland,delay,fun,,CodeInjection,no,,,
highlight.js,doTarget,target,,TaintedPath,no,,,
hiproxy,send_file,value,,TaintedPath,,,,
hipster,Hipster,record,,TaintedPath,yes,,,param+func
hogan.js,globalEval,data,,CodeInjection,no,,,
home-config,HomeConfig,filename,,TaintedPath,,,,
homebridge-plugin-wrapper,HomebridgeWrapper,homebridgeConfigPath,,TaintedPath,no,,,param
hope-store,create_store$,type,"the type of store
",TaintedPath,,,,
hordes,get_hash,process,,CommandInjection,,,,
hordes,waiter,process,,CommandInjection,,,,
how-to-npm,cpr,from,,TaintedPath,no,,"cpr = ""cp -r""",unclear
html-extend-webpack-plugin,evaluateCompilationResult,source,,CodeInjection,,,,
html-loader,preprocessor,content,,CodeInjection,,,,
html-webpack-layout-plugin,addLayout,layout,,TaintedPath,,,,
html-webpack-plugin,evaluateCompilationResult,source,,CodeInjection,no,,,
html-webpack-plugin,html-webpack-plugin,source,,CodeInjection,no,,,
html-wiring,appendStylesDir,sourceStyleDir,,TaintedPath,,,,
html-wiring,appendToFile,path,,TaintedPath,,,,
html2js-browserify,html2js-browserify,file,,TaintedPath,,,,
html5-history-api,parse,value,,CodeInjection,,,,
htmlmerge,load,filename,,CodeInjection,yes,,on bitbucket,
htmlprocessor,process,filePath,,TaintedPath,,,,
http-server,setup,opts,,TaintedPath,,,,
husky,install,dir,,TaintedPath,no,,,param+func
hydra-synth,eval,code,,CodeInjection,,,,
hyperproxy,HyperProxy,key,,TaintedPath,no,,from the API doc we know that it is ssl-key for HTTPS connection,param+func doc
i18n,addLocale,locale,,TaintedPath,,,,
i18n-for-browser,mustacheProcessor,text,,CodeInjection,yes,,mustache is a template engine,param+func
i18n-generator,i18n-generator,input,,TaintedPath,,,,
i18n-nodejs,I18n,filePath,,TaintedPath,no,,,param
i18next,setImmediate,callback,,CodeInjection,no,,,
i18next-parser,getCatalog,path,,TaintedPath,,,,
i2c-bus,open,cb,,CodeInjection,,,,
i2c-bus,open,options,,CodeInjection,,,,
i2c-bus,openPromisified,options,,CodeInjection,,,,
icejs-project,icejs-project,dir,,TaintedPath,,,,
icon,readImage,fn,,TaintedPath,,,,
icon,writeImage,fn,,TaintedPath,,,,
iconv-lite,getFile,url,,TaintedPath,no,,,
icu-converter,getFormatter,format,"Name of the format, supported values are 'json', 'debug', and 'properties'",TaintedPath,,,,
icu-converter,parseFile,fn,,TaintedPath,no,,,
id3-writer,Image,file,"Path of the file to work on
",TaintedPath,,,,
idoc,copyThemeFileAsset,file,,TaintedPath,no,,,param+func
ids-enterprise,defer,callback,,CodeInjection,no,,,
iguzhi-autocode,parse,args,,TaintedPath,,,,
image,Stack,imageType,,TaintedPath,,,,
image-overlayer,overlayImage,imageToOverlayPath,,TaintedPath,,,,
image-overlayer,overlayImage,origImagePath,,CommandInjection,,,,
image-size,default,input,,TaintedPath,no,,doc comment explains that this can be a path,
image-size,imageSize,input,,TaintedPath,no,,doc comment explains that this can be a path,
images-grabber,downloadImage,index,Index of image,TaintedPath,,,,
imgbox-js,imgbox,images,,TaintedPath,,,,
immutable-css,processFiles,customCssFile,,TaintedPath,,,,
importer,importer,path,,TaintedPath,,,,
importer,main,outputDirectory,,TaintedPath,no,,,param
in-text-citations-parser,ParserTransform,options,"String with name of predefined style or RegExp or Object
",TaintedPath,no,,"it's clearly meant to be a path, though apparently the intention is to restrict it to the `styles` folder, which isn't properly enforced",
index-require,index-require,dirname,,TaintedPath,,,,
indexhtmlify,indexhtmlify,style,,TaintedPath,,,,
indexof-property,compile,property,,CodeInjection,,,,
indian-ocean,writeDataSync,outPath,,TaintedPath,,,,
indigojs,getNewURL,url,"Client request to the locale file. 
",TaintedPath,,,,
indigojs,libs,module,"File name.
",TaintedPath,,,,
infer-sources,codeInjection,input,,CodeInjection,,,,
infer-sources,hashPass,input,,CodeInjection,,,,
infer-sources,multiple,input,,CodeInjection,,,,
infer-sources,multiple,input,,CommandInjection,,,,
infer-sources,taintedPath,input,,TaintedPath,,,,
init-skeleton,initSkeleton,alias,"filesystem path or skeleton url
",TaintedPath,no,,explained in docstring: alias filesystem path or skeleton url,param doc
inject-client,cmd,command,,CommandInjection,no,,,param+func
inject-client,exec,command,,CommandInjection,,,,
injectify,run,command,,CommandInjection,no,,,param+func
inline,getDataURI,path,,TaintedPath,,,,
inline-styles,inline-styles,base,,TaintedPath,,,,
inpath,sync,target,,TaintedPath,no,,,
install-require,installRequire,src,"the source path of the intended module to import
",CommandInjection,,,,
internal-carto.js,execute,sql,,CodeInjection,yes,,sql flows into mustache template,param+func
internal-carto.js,table,name,,CodeInjection,,,,
inventor,service,serviceName,,TaintedPath,,,,
iobroker.modbus,Modbus,transport,,TaintedPath,,,,
iobroker.modbus,Modbus,type,,TaintedPath,,,,
ion-rangeslider,requestAnimFrame,callback,,CodeInjection,no,,,
ir_controller,dtoverlay,options,,CommandInjection,,,,
iris,parse,text,,CodeInjection,yes,,method for JSON.parse,param+func
is-dir,isDir,path,,TaintedPath,no,,,param+func
is-docker-running,findContainerByName,name,,CommandInjection,,,,
is-esm,is-esm,version,,CommandInjection,,,,
is-inner-link,is-inner-link,parent,,TaintedPath,,,,
is-install-needed,findClosestFile,start,,TaintedPath,no,,,
is-progressive,fileSync,filepath,,TaintedPath,,,,
isexe,isexe,path,,TaintedPath,,,,
isomorphic-webpack,evalCodeInBrowser,code,,CodeInjection,no,,,
ispriter,merge,config,"ispriter 的配置对象或者是配置文件,
如不清楚请参照 README.md
",TaintedPath,,,,
ispriter,run,options,,TaintedPath,no,,"kind of surprising: the package is for writing css file (the `run` only does one thing: calls a function, which states that the param `options` can be a file)",README
istanbul,copyFile,source,,TaintedPath,no,,,
istanbul,get,key,,TaintedPath,,,,
istanbul,set,key,,TaintedPath,,,,
istanbul-coverage-enforcer,enforce,thresholdPath,,TaintedPath,no,,,param
iwalk,getList,base,,TaintedPath,,,,
jacob,elaborateLexFile,tokenfile,,TaintedPath,no,,,param+func
jade,filter,name,,TaintedPath,,,,
james,read,stream,,TaintedPath,,,,
jasmine,compare,actual,,TaintedPath,,,,
jasmine,compare,expected,,TaintedPath,,,,
jasmine-core,compare,actual,,TaintedPath,,,,
jasmine-core,fn,done,,CodeInjection,no,,,
jason-the-miner,loadConfig,configPath,"The path to the config file
",TaintedPath,,,,
javascript-to-typescript,createReadStream,target,,TaintedPath,no,,,
javascript-to-typescript,execute,cmd,,CommandInjection,no,,,param+func
javascript-to-typescript,execute,flags,,CommandInjection,,,,
javascript-to-typescript,renameFiles,sources,,TaintedPath,no,,,
javascript-to-typescript,renameSync,target,,TaintedPath,no,,,
jdists,registerProcessor,processor,处理函数,CodeInjection,,,,
jdists,registerProcessor,processor,处理函数,TaintedPath,,,,
jekyll-tools,edit,editor,,CommandInjection,,,,
jekyll-tools,edit,path,,CommandInjection,,,,
jest-runtime,requireActual,from,,TaintedPath,,,,
jest-runtime,requireModule,moduleName,,TaintedPath,,,,
jexcel,createCell,value,,CodeInjection,yes,,probably they exported an old vulnerable version of jspreadsheet in the package,param+func
jexcel,setValue,value,,CodeInjection,yes,,assigned to innerHTML (probably they exported an old vulnerable version of jspreadsheet in the package),
jexcel,updateCell,value,,CodeInjection,,,,
jhipster-core,exportToJDL,path,the path where the file will be written.,TaintedPath,,,,
jhipster-core,parseFromDir,dir,,TaintedPath,,,,
jitdb,jitdb,indexesPath,,TaintedPath,no,,,param+func
jive-sdk,fsTemplateCopy,source,,TaintedPath,,,,
jive-sdk,fscopy,source,,TaintedPath,,,,
jive-sdk,prepare,appsDir,,TaintedPath,no,,,param+func
jive-sdk,recursiveDirectoryProcessor,targetRoot,,TaintedPath,,,,
jjade,filter,name,,TaintedPath,,,,
jones-mysql,getDBMetadataManager,properties,,TaintedPath,,,,
joola,middleware,req,"holds the http request.
",TaintedPath,,,,
joola,validateRoute,req,,TaintedPath,,,,
jquery,element,element,,CodeInjection,no,,,
jquery,globalEval,data,,CodeInjection,no,,,
jquery,minifyJS,text,,TaintedPath,yes,,false positive; this isn't in jquery,
jquery,nextTick,callback,,CodeInjection,no,,,
jquery,requestAnimFrame,callback,,CodeInjection,no,,,
jquery,requestAnimationFrame,func,,CodeInjection,no,,,
jquery,setImmediate,callback,,CodeInjection,no,,,
jquery,setImmediate,fn,,CodeInjection,no,,,
js-beautify,unpack,str,,CodeInjection,,,,
js-functions,parseFuzzyJson,str,,CodeInjection,yes,,"docstring: ""Because this uses eval, should never use user entered data!""",param+func
js-mobile-console,eval,command,,CodeInjection,no,,,
js-module-formats,extract,src,The JavaScript source to be analyzed,CodeInjection,,,,
js-template,jsTemplate,str,,TaintedPath,,,,
js.utils,template,content,,CodeInjection,,,,
jscover,jscover,options,,CommandInjection,,,,
jscover,jscover,source,,CommandInjection,,,,
jscover,jscover,target,,CommandInjection,,,,
jscpd-monorepo,namespace,name,,TaintedPath,yes,,probably fine as its dev tool (name of the namespace of the DbStore),param+func
jscrewit,calculateSolutionType,replacement,,CodeInjection,yes,,jscrewit converts JavaScript code into JSFuck,README
jsdom,setInterval,handler,,CodeInjection,no,,,
jsdom,setTimeout,handler,,CodeInjection,no,,,
jshint,globalEval,data,,CodeInjection,no,,,
jslint,load,edition,,TaintedPath,,,,
json-fs-store,json-fs-store,dir,,TaintedPath,,,,
json-hammerhead,parse,text,,CodeInjection,,,,
json-sql-builder2,SQLBuilder,languageModule,,TaintedPath,,,,
jsoncan,linkTableUniqueFile,name,,TaintedPath,,,,
jsoncan,open,name,,TaintedPath,,,,
jsoncan,queryAll,table,,TaintedPath,,,,
jsoncan,read,id,,TaintedPath,,,,
jsoncan,readAll,table,,TaintedPath,,,,
jsoncan,readAllTexts,table,,TaintedPath,,,,
jsoncan,readBy,fieldName,,TaintedPath,,,,
jsoncan,readBySync,fieldName,,TaintedPath,,,,
jsoncan,readSync,id,,TaintedPath,no,,"jsoncan is a database engine: `readSync` is explanatory, `id` refers to table id",func
jsoncan,saveSync,table,,TaintedPath,,,,
jsoncan,writeTableUniqueAutoIncrementFileSync,name,,TaintedPath,,,,
jsonql,query,query,,CodeInjection,,,,
jspacker,pack,config,配置对象或配置文件地址,TaintedPath,,,,
jspm,Project,projectPath,,TaintedPath,,,,
jstdin,jstdin,code,,CodeInjection,,,,
jstify,transform,src,,CodeInjection,,,,
jstransformer-handlebars,compile,str,,CodeInjection,,,,
jsx-presentation,generate,outDir,,TaintedPath,,,,
jsxhint,makeIgnores,ignoreFile,"Filename to read ignore list from
",TaintedPath,,,,
junit-viewer,parse,fileName,,TaintedPath,,,,
just-repo,gitHashObject,root,,TaintedPath,,,,
just-repo,tslintTask,project,,TaintedPath,,,,
just-repo-utils,findGitRoot,options,,TaintedPath,yes,,"false positive: involves flow from left of && to &&, which only happens for falsy values",
just-repo-utils,findRepoRoot,options,,TaintedPath,yes,,ditto,
just-repo-utils,getConfigLoader,folder,,TaintedPath,,,,
just-repo-utils,getDependentPackageInfo,options,,TaintedPath,yes,,ditto,
just-repo-utils,getPackageInfo,options,,TaintedPath,yes,,ditto,
just-repo-utils,getRepoInfo,options,,TaintedPath,yes,,ditto,
just-scripts-utils,spawn,cmd,,CommandInjection,no,,,param
kado,StaticServer,root,,TaintedPath,,,,
kapok-js,Kapok,command,,CommandInjection,no,,,param
karma,runForegroundProcess,args,,CommandInjection,,,,
karma,validateBrowser,name,,CommandInjection,,,,
keycloak-connect,Keycloak,keycloakConfig,"Keycloak-specific configuration.
*",TaintedPath,,,,
khal,download,destination,,TaintedPath,,,,
kibana,resolve,req,,TaintedPath,,,,
kibana-buildkite-library,setAnnotation,context,,CommandInjection,yes,,,
kibana-buildkite-library,setAnnotation,style,,CommandInjection,,,,
kibana-buildkite-library,setMetadata,key,,CommandInjection,yes,,,
killing,killing,name,,CommandInjection,,,,
kinda-object,extend,name,,CodeInjection,,,,
kmc,combo,depFileName,,TaintedPath,,,,
kminer,shell_read,filename,,TaintedPath,no,,,param+func
knightjs,knightjs,file,,ReflectedXss,yes,,purpose of the package is to serve static `file` from a server,param+func
knightjs,knightjs,file,,TaintedPath,,,,
knowledge,exec,text,the text to execute/evaluate.,CodeInjection,,,,
koa-range,koa-range,body,,ReflectedXss,no,,the client would know as this is a HTTP range request lib,param+README
koa-ratelimit,ratelimit,errorMessage,,ReflectedXss,yes,,probably fine as errorMessage would be set by dev,param+func
kodi,updateConfigFile,value,,CommandInjection,,,,
kodi,xmlSed,file,,CommandInjection,,,,
kodi,xmlSed,value,,CommandInjection,,,,
koishi-plugin-developer,searchPlugin,plugin,,TaintedPath,,,,
koishi-plugin-developer,sendMessage,session,,TaintedPath,,,,
koishi-plugin-manager,searchPlugin,plugin,,TaintedPath,,,,
koop-localfs,createWriteStream,path,,TaintedPath,,,,
koop-localfs,readFile,path,,TaintedPath,,,,
kp,exec_kp,pre,,CommandInjection,,,,
ksana-parser-docx,convertToXML,fn,,TaintedPath,no,,`fn` is abbreivation of filename,param+func
kss-search,loadFile,source,,TaintedPath,,,,
ktemplate,generateSourceMap,generatedFilePath,"与 sourceMap 相关联的生成文件的路径,
其中文件名应是主模版文件夹名，在compile方法中生成
",TaintedPath,no,,,param+param doc
kubeutils,loadResources,root,,TaintedPath,no,,root=root of the repo,param+func
kui-shell,kui-shell,namespace,,TaintedPath,,,,
kui-shell,kui-shell,plugin,,TaintedPath,,,,
kurento-client,register,name,,TaintedPath,,,,
kuzzle-proxy,loadPlugin,pluginPath,,TaintedPath,,,,
lambda-module,lambda-module,templatePath,,TaintedPath,no,,,param
lambdash,_makeFunction,name,,CodeInjection,yes,,Lambdash is a library for generic functional programming,param+func
lambdash,enumeratedType,name,,CodeInjection,yes,,Lambdash is a library for generic functional programming,param+func
lambdash,productType,name,,CodeInjection,yes,,Lambdash is a library for generic functional programming,param+func
lambdash,sumType,name,,CodeInjection,yes,,explained in README: `name` can be named function (Lambdash is a library for generic functional programming),param+func
later,setTimeout,fn,,CodeInjection,no,,,
latte_lib,stat,path,,TaintedPath,no,,,param+func
lavadoapp,parse,text,,CodeInjection,,,,
law,law,folder,,TaintedPath,,,,
lawnchair,fn,callback,,CodeInjection,no,,,param+func
lawnchair,fn,name,,CodeInjection,,,,
lawnchair,lambda,callback,,CodeInjection,,,,
lazy-require,installAsync,name,,TaintedPath,,,,
lazy.js,match,pattern,,CodeInjection,,,,
lcov-parse,parse,file,,TaintedPath,no,,,param+func
lcov-zeroer,convertFile,input,,TaintedPath,,,,
leaflet.markercluster,callTimer,func,,CodeInjection,,,,
lei-stream,lei-stream,stream,,TaintedPath,,,,
lemon-core,ProxyStorageService,storage,"table-name or the parent storage-service
",TaintedPath,,,,
lemon-core,create,table,"table-name
",TaintedPath,,,,
lerna-monorepo,cliRunner,cwd,,TaintedPath,,,,
lerna-monorepo,execScript,script,,TaintedPath,no,,reads and execute a script for publishing packages (only used internally),param+func
lerna-monorepo,gitInit,cwd,,TaintedPath,,,,
lerna-monorepo,spawn,command,,CommandInjection,,,,
lerna-monorepo,symlinkBinary,srcPackageRef,,TaintedPath,,,,
less,require,prefix,,TaintedPath,no,,,
less-middleware,less-middleware,source,,TaintedPath,no,,,param+README
libnpx,npx,npxPkg,,TaintedPath,,,,
libp2p-websocket-star-rendezvous,start,pfx,,TaintedPath,no,,pfx=pfx files,param+README
libyaml,readFile,filename,,TaintedPath,,,,
libyaml,writeFileSync,filename,,TaintedPath,,,,
license-checker,parseJson,jsonPath,,TaintedPath,,,,
lien,addPage,method,"The request methods to be handled (default: `""all""`) or an object:
*    - `method` (String): The HTTP method.
- `before` (Array|Function): A function or an array of middleware functions to be executed *before* the main function.
- `after` (Array|Function): A function or an array of middleware functions to be executed *after* the main function.
*",TaintedPath,,,,
lighthouse4u-fs,read,relPath,,TaintedPath,,,,
linco.lab,mkdir,child,,TaintedPath,no,,,func
line-reader,open,filenameOrStream,,TaintedPath,no,,,param+func
lineupjs,ScriptMappingFunction,code,,CodeInjection,no,,surprising false positive,
linkinator,getConfig,config,,TaintedPath,,,,
linklocal,list,dirpath,,TaintedPath,,,,
linq,all,predicate,,CodeInjection,yes,,,param+README
linq,any,predicate,,CodeInjection,,,,
linq,average,selector,,CodeInjection,yes,,create a query then average the result,param+README
linq,catchError,handler,,CodeInjection,,,,
linq,choose,selector,,CodeInjection,,,,
linq,first,predicate,,CodeInjection,,,,
linq,firstOrDefault,predicate,,CodeInjection,,,,
linq,last,predicate,,CodeInjection,,,,
linq,lastOrDefault,predicate,,CodeInjection,,,,
linq,leftJoin,outerKeySelector,,CodeInjection,yes,,linq is a query language for data objects,param+func+README
linq,letBind,func,,CodeInjection,,,,
linq,log,selector,,CodeInjection,,,,
linq,max,selector,,CodeInjection,yes,,create a query for linq(Language-Integrated Query),param+README
linq,min,selector,,CodeInjection,,,,
linq,pairwise,selector,,CodeInjection,yes,,,param+README
linq,repeatWithFinalize,finalizer,,CodeInjection,yes,,,README
linq,scan,func,,CodeInjection,,,,
linq,scan,seed,,CodeInjection,,,,
linq,select,selector,,CodeInjection,,,,
linq,single,predicate,,CodeInjection,,,,
linq,singleOrDefault,predicate,,CodeInjection,,,,
linq,skipWhile,predicate,,CodeInjection,yes,,create a query for linq(Language-Integrated Query),param+README
linq,toJoinedString,selector,,CodeInjection,,,,
linq,toLookup,keySelector,,CodeInjection,yes,,linq is a query language for data objects,param+func+README
linq,trace,selector,,CodeInjection,,,,
linq,traverseDepthFirst,func,,CodeInjection,,,,
linq,where,predicate,,CodeInjection,yes,,create a query for linq(Language-Integrated Query),param+README
listening-processes,processInfo,commands,,CommandInjection,no,,,
liva_linde,deserializeStream,data,"the buffer containing the serialized set of BSON documents.
",CodeInjection,,,,
live-server,start,watch,,TaintedPath,,,,
liveswap,liveswap,head,,TaintedPath,no,,explained in README: `head` is a file,param+func+README
load,compiler,code,"The source code that needs to be compiled
",CodeInjection,,,,
load,load,location,,TaintedPath,no,,,param+func
load-helpers,loadHelper,fn,,TaintedPath,,,,
local.dev,add,port,,CommandInjection,yes,,,param+func
localforage,exec,text,,CodeInjection,no,,,
lock-verify,lockVerify,check,,TaintedPath,,,,
locutus,file_get_contents,url,,TaintedPath,no,,,param+func
locutus,sha1_file,str_filename,,TaintedPath,no,,,param+func
lodash,deserialize,value,,CodeInjection,yes,,"not actually in lodash but in a bundled copy of firebug-lite 1.4.0",
lodash,element,element,,CodeInjection,no,,"false positive: flow only happens if it's a function, but then it's not surprising",
lodash,interopRequire,id,,TaintedPath,,,,
lodash,loadSVGFromURL,url,,TaintedPath,no,,,
lodash,minifyJS,text,,TaintedPath,yes,,"false positive; this isn't in lodash but in growly, and the path is infeasible",
lodash,nextTick,callback,,CodeInjection,no,,,
lodash,parse,text,,CodeInjection,yes,,"not actually in lodash but in a bundled copy of firebug-lite 1.4.0",
lodash,setImmediate,callback,,CodeInjection,no,,,
lodash,setImmediate,fn,,CodeInjection,no,,,
lodash-amd,decayingInterval,callback,,CodeInjection,no,,,
lodash-cli,build,source,,CodeInjection,,,,
log4js,loadAppenderModule,type,,TaintedPath,,,,
logdna-agent,loadConfig,config,,TaintedPath,no,,,param+func
loglevel,parse,text,,CodeInjection,,,,
lookpath,lookpath,command,,TaintedPath,,,,
loopback-component-bunyan,loopback-component-bunyan,msg,,CodeInjection,yes,,,param+func
loopback-connector-mailgun,createFileStream,file,,TaintedPath,,,,
louki,default,option,,TaintedPath,,,,
lowdb-api,lowdbApi,adapter,,TaintedPath,,,,
lrz,setImmediate,callback,,CodeInjection,no,,,param+func
lsof,rawUdpPort,port,,CommandInjection,yes,,archived,param+func
lucy-live,watch,path,,TaintedPath,no,,,param+func
lvge-utils,getObject,proto,,TaintedPath,yes,,(in chinese) explained in docstring: read a protobuf object from `proto` ,param+func
lvge-utils,getParams,proto,,TaintedPath,,,,
lvge-utils,packObject,proto,,TaintedPath,,,,
lwc,getModule,format,,TaintedPath,,,,
lwc,getModule,target,,TaintedPath,no,,,
lwc,getModulePath,format,,TaintedPath,,,,
lwc,getModulePath,name,,TaintedPath,,,,
lwc,getModulePath,target,,TaintedPath,no,,,
m4q,setImmediate,callback,,CodeInjection,no,,,param+func
magicli-test-machine,execCli,method,,CommandInjection,,,,
magicli-test-machine,execCli,options,,CommandInjection,,,,
magicli-test-machine,execMethodViaCli,cliPath,,CommandInjection,no,,,param+func
magicli-test-machine,testExecMethodViaCli,method,,CommandInjection,,,,
magik-hooks,create,hook,"the Git hook to use
",TaintedPath,,,,
magik-hooks,remove,hook,"the Git hook to use
",TaintedPath,,,,
mail,sendEmail,type,,TaintedPath,,,,
mail-io,exists,path,"The path to check for existence
*",TaintedPath,no,,,param+func+param doc
maildev,getEmailAttachment,id,,TaintedPath,,,,
maildev,getEmailEml,id,,TaintedPath,,,,
maildev,getRawEmail,id,,TaintedPath,,,,
maildev,setAutoRelayMode,rules,,TaintedPath,,,,
maintenance,maintenance,view,,TaintedPath,no,,`view` is a file to render in maintenance mode,param+README
make-dir,sync,input,,TaintedPath,no,,,
makecode,findParentDirWith,base,,TaintedPath,,,,
makecode,runFunctionAsync,name,,CodeInjection,no,,,func
makecode,runFunctionSync,name,,CodeInjection,,,,
makecode,runScript,content,,CodeInjection,,,,
makecode,runSync,code,,CodeInjection,,,,
makecode,saveBuiltFilesAsync,dir,,TaintedPath,no,,,param+func
man-made,createManualDirectory,section,,TaintedPath,,,,
mapx,isViewType,validator,,CodeInjection,,,,
marge,init,defaultConfigFilePath,,TaintedPath,,,,
markdown-to-pdf,getFileContent,file,,TaintedPath,,,,
marked-metadata,MarkedMetaData,file,,TaintedPath,,,,
marky-markdown-lite,marky,input,,TaintedPath,,,,
mary-poppins,couldYouPlease,taskName,,TaintedPath,,,,
masonry,masonry,dir,,TaintedPath,,,,
matchme,filter,array,,CodeInjection,yes,,not exploitable,
matchme,filter,query,,CodeInjection,,,,
